eng_text,tgt_lang,tgt_lang_text,eng_reln,gemma_3_12b
"My uncle had come home.
",mal_Mlym,"Uncle പണ്ടൊക്കെ വീട്ടിൽ വരുമായിരുന്നു.
",uncle,B
"My uncle had died suddenly.
",mal_Mlym,"എന്റ്റെ അങ്കിൾ അച്ചൻ പെട്ടന്നു മരണപ്പെട്ടു.
",uncle,X
"My uncle had suddenly died.
",mal_Mlym,"എന്റ്റെ അങ്കിൾ അച്ചൻ പെട്ടന്നു മരണപ്പെട്ടു.
",uncle,X
"My uncle had taught me.
",mal_Mlym,"എന്റെ അമ്മാവനാണ് പഠിപ്പിച്ചത്.
",uncle,B
"My uncle had to see this.
",mal_Mlym,"അമ്മാവന് ഇതൊന്നു കാണണം.
",uncle,B
"My uncle had two sons.
",mal_Mlym,"അമ്മാവന് രണ്ട് ആണ്മക്കളായിരുന്നു.
",uncle,B
"My uncle has 4 daughters.
",mal_Mlym,"എന്നാൽ എൻറെ അമ്മായിക്ക് നാല് പെണ്മക്കളാണ് ഉള്ളത്.
",uncle,B
"My uncle has a friend.
",mal_Mlym,"മാമച്ചന് ഒരു കൂട്ടുകാരനുണ്ട്.
",uncle,B
"My uncle has five acres of land.
",mal_Mlym,"എൻറെ അച്ഛനു അര ഏക്കർ ഭൂമി ഉണ്ട്.
",uncle,X
"My uncle has two children.
",mal_Mlym,"അങ്കിളിന് രണ്ട് മക്കളാണ്.
",uncle,B
"My uncle has two kids.
",mal_Mlym,"അമ്മാവനും രണ്ടു കുട്ടികളുണ്ട്.
",uncle,B
"My uncle has two little boys -- aged 10 and 12.
",mal_Mlym,"അമ്മായിക്ക് 12 ഉം 10 ഉം വയസ്സുള്ള രണ്ടു ആൺ പിള്ളേർ ഉണ്ട്.
",uncle,B
"My uncle he taught me.
",mal_Mlym,"എന്റെ അമ്മാവനാണ് പഠിപ്പിച്ചത്.
",uncle,B
"My uncle helped too.
",mal_Mlym,"ആന്റിയും എന്നെ സഹായിച്ചു.
",uncle,B
"My uncle in later years renovated the home.
",mal_Mlym,"പിന്നീട് വർഷങ്ങൾക്ക് ശേഷമാണു അച്ഛൻ വീട് പുതുക്കിപ്പണിതത്.
",uncle,X
"My uncle in police.
",mal_Mlym,". എന്റെ അളിയൻ പോലീസിലാ.
",uncle,X
"My uncle introduced me to them.
",mal_Mlym,"അങ്കിൾ അവരെ എനിക്ക് പരിചയപ്പെടുത്തിതന്നു .
",uncle,B
"My uncle introduced them.
",mal_Mlym,"അങ്കിൾ അവരെ എനിക്ക് പരിചയപ്പെടുത്തിതന്നു .
",uncle,B
"My uncle is 50 year old.
",mal_Mlym,"അമ്മാവന് ഒരു 50 വയസ്സ് പ്രായം ഉണ്ടാകും.
",uncle,B
"My uncle is 50 years old.
",mal_Mlym,"അമ്മാവന് ഒരു 50 വയസ്സ് പ്രായം ഉണ്ടാകും.
",uncle,B
"My uncle is 65 years old.
",mal_Mlym,"എന്റെ അമ്മാവന് 65 വയസ്.
",uncle,B
"My uncle is 66 years old.
",mal_Mlym,"എന്റെ അമ്മാവന് 65 വയസ്.
",uncle,B
"My uncle is a few years older.
",mal_Mlym,"അമ്മാവന് കുറച്ചുകൂടി വയസ്സായിരിക്കുന്നു.
",uncle,B
"My uncle is a poet.
",mal_Mlym,"എന്റെ അപ്പൂട്ടൻ ഒരു കവിയാണ്.
",uncle,X
"My uncle is a teacher.
",mal_Mlym,"അമ്മാവനാണ് ഗുരു.
",uncle,B
"My uncle is calling.
",mal_Mlym,"അമ്മാവന് ഫോൺ ചെയ്തു.
",uncle,X
"My uncle is coming from Dubai.
",mal_Mlym,"ബാപ്പ ദുബായിയിൽനിന്ന് വരുന്നുണ്ട്.
",uncle,B
"My uncle is even older.
",mal_Mlym,"അമ്മാവന് കുറച്ചുകൂടി വയസ്സായിരിക്കുന്നു.
",uncle,B
"My uncle is old.
",mal_Mlym,"അമ്മാവനു വയസ്സായി.
",uncle,B
"My uncle is worse.
",mal_Mlym,"അമ്മാവന് കൂടുതൽ അരിശമായി.
",uncle,B
"My uncle laughs.
",mal_Mlym,"അമ്മാവ് ചിരിച്ചു.
",uncle,B
"My uncle lived in the US at that time.
",mal_Mlym,"എന്റെ അങ്കിൾ ആ സമയത്ത് അമേരിക്കയിലുണ്ടായിരുന്നു.
",uncle,X
"My uncle lives in a big house.
",mal_Mlym,"അമ്മാവനൊക്കെ വല്യ വീട്ടിലാണല്ലോ.
",uncle,B
"My uncle looked at me.
",mal_Mlym,"അങ്കിൾ എന്നെയൊന്നു നോക്കി.
",uncle,X
"My uncle loved my very much when I was a child.
",mal_Mlym,"എന്റെ വാപ്പ വളരെ സ്നേഹസമ്പന്നനായിരുന്നു എന്റെ ബാല്യകാലത്ത്.
",uncle,M
"My uncle loves me.
",mal_Mlym,"അപ്പൊ എന്റെ അമ്മായിയച്ഛന് എന്നെ ഇഷ്ടമാണ് .
",uncle,B
"My uncle molested one of his sisters.
",mal_Mlym,"അമ്മാവന്മാരിൽ ഒരാൾ തന്റെ ഇളയ സഹോദരിയെ ബലാത്സംഗം ചെയ്തു.
",uncle,X
"My uncle placed his hand on my shoulder.
",mal_Mlym,". എന്റെ തോളിൽ അങ്കിൾ കൈ വെച്ചു.
",uncle,X
"My uncle played football for India.
",mal_Mlym,"അച്ഛൻ ഇന്ത്യൻ പട്ടാളത്തിനായി ഫുട്ബോൾ കളിച്ചിട്ടുണ്ട്.
",uncle,X
"My uncle put his hand on my shoulder.
",mal_Mlym,". എന്റെ തോളിൽ അങ്കിൾ കൈ വെച്ചു.
",uncle,X
"My uncle smiled.
",mal_Mlym,"അമ്മാവ് ചിരിച്ചു.
",uncle,X
"My uncle stared back at her.
",mal_Mlym,". അമ്മായി അവളുടെ പിന്നഴക് നോക്കി നിന്നു .
",uncle,X
"My uncle taught it to me.
",mal_Mlym,"എന്റെ അമ്മാവനാണ് പഠിപ്പിച്ചത്.
",uncle,X
"My uncle then looked at me.
",mal_Mlym,"അപ്പോൾ അങ്കിൾ എന്നെ നോക്കി.
",uncle,X
"My uncle used to take me there.
",mal_Mlym,"അമ്മാവനാണ് എന്നെ അങ്ങോട്ട് കൊണ്ടുപോയത്.
",uncle,X
"My uncle was a former Communist.
",mal_Mlym,"പഴയ കമ്യൂണിസ്റ്റായിരുന്നു അപ്പൻ.
",uncle,X
"My uncle was a former Congress MP.
",mal_Mlym,"എന്റെ അച്ഛൻ ഒരു 'പഴയകാല' കോൺഗ്രസ്സുകാരനായിരുന്നു.
",uncle,B
"My uncle was about 50 years old at the time.
",mal_Mlym,"അമ്മാവന് അന്ന് തന്നെ ഏതാണ്ട് 52-ന് അടുത്ത് പ്രായം ഉണ്ടായിരുന്നു.
",uncle,B
"My uncle was arrested.
",mal_Mlym,"അമ്മാവനെ അറസ്റ്റ് ചെയ്തു.
",uncle,B
"My uncle was called home.
",mal_Mlym,"അങ്കിൾ വിളിച്ചിരുന്നു വീട്ടിൽ.
",uncle,X
"My uncle was called.
",mal_Mlym,"അമ്മാവന് ഫോൺ ചെയ്തു.
",uncle,B
"My uncle was crying too.
",mal_Mlym,"അമ്മായിയും കരയുകയായിരുന്നു .
",uncle,X
"My uncle was dead, too.
",mal_Mlym,"അമ്മാവനും മരിച്ചു.
",uncle,B
"My uncle was driving the car.
",mal_Mlym,"അമ്മാവനാണ് കാർ ഓടിച്ചിരുന്നത്.
",uncle,B
"My uncle was driving.
",mal_Mlym,"അമ്മാവനാണ് വണ്ടി ഓടിച്ചത്.
",uncle,B
"My uncle was his secretary.
",mal_Mlym,"അതിന്റെ സെക്രട്ടറി എന്റെ അമ്മാവനായിരുന്നു.
",uncle,B
"My uncle was sitting on the couch and reading newspaper.
",mal_Mlym,"അച്ഛൻ ഉമ്മറത്ത് ചാരുകസേരയിലിരുന്ന് പത്രം വായിച്ച് ഉറക്കം തൂങ്ങുന്നുണ്ടാവും.
",uncle,B
"My uncle was so happy.
",mal_Mlym,"അമ്മാവന് ഒത്തിരി സന്തോഷം ആയി.
",uncle,B
"My uncle was very happy.
",mal_Mlym,"അമ്മാവന് ഒത്തിരി സന്തോഷം ആയി.
",uncle,B
"My uncle was waiting at the station.
",mal_Mlym,"സ്റ്റേഷനിൽ എന്റെ കസിൻ കാത്തു നിൽപ്പുണ്ടായിരുന്നു.
",uncle,X
"My uncle's been arrested.
",mal_Mlym,"അമ്മാവനെ അറസ്റ്റ് ചെയ്തു.
",uncle,B
"My uncle's daughter
",mal_Mlym,"എന്റെ അമ്മാവന്റെ മകൾ
",uncle,B
"My uncle's death
",mal_Mlym,"അമ്മാവന്റെ മരണം
",uncle,B
"My uncle's death was sudden.
",mal_Mlym,"പെട്ടെന്നായിരുന്നു അമ്മാവന്റെ മരണം.
",uncle,B
"My uncle's granddaughter's blog
",mal_Mlym,"എന്റെ അമ്മാവന്റെ മകളുടെ ബ്ലോഗിൽ
",uncle,B
"My uncle's home
",mal_Mlym,"അമ്മാവന്റെ വീട്
",uncle,B
"My uncle's house
",mal_Mlym,"അമ്മാവന്റെ വീട്
",uncle,B
"My uncle's house.
",mal_Mlym,"അമ്മാവന്റെ വീട്.
",uncle,B
"My uncle's son.
",mal_Mlym,"എന്റെ അമ്മാവന്റെ മകനാണ്.
",uncle,B
"My uncle's wedding went very well.
",mal_Mlym,"അമ്മാവന്റെ കല്ല്യാണമെല്ലാം ഗംഭീരമായി തന്നെ നടന്നു.
",uncle,B
"My uncle, My dad.
",mal_Mlym,"എന്റെ അച്ഛന്റെ, നിന്റെ അമ്മാവന്റെ.
",uncle,B
"My uncle, don't make fun of him.
",mal_Mlym,"അമ്മായി നീ അങ്ങിനെ അവനെ കളിയാക്കേണ്ട.
",uncle,X
"My uncle: Yes.
",mal_Mlym,"ഞാൻ: അതെ അങ്കിൾ.
",uncle,X
"My uncles and their families came too.
",mal_Mlym,". അതുപോലെ അമ്മാവന്മാരും അവരുടെ കുടുംബവും ഒക്കെ എത്തി.
",uncle,B
"My uncles arrived.
",mal_Mlym,"അമ്മാവന്മാർ വന്നു.
",uncle,B
"My uncles called.
",mal_Mlym,"അമ്മാവന് ഫോൺ ചെയ്തു.
",uncle,B
"My uncles house was on the beach.
",mal_Mlym,"ഒരു തീരപ്രദേശത്തായിരുന്നു അമ്മാവന്റെ വീട്. .
",uncle,B
"My uncles taught me.
",mal_Mlym,"എന്റെ അമ്മാവനാണ് പഠിപ്പിച്ചത്.
",uncle,B
"My uncles worked there.
",mal_Mlym,"എന്റെ എളാപ്പമാർ അവിടെ ജോലി ചെയ്തിരുന്നു.
",uncle,M
"My uncles,
",mal_Mlym,"എൻറെ ഉമ്പാച്ചികൾ,
",uncle,B
"My wife and uncle took me to the hospital.
",mal_Mlym,"അമ്മാവനും അമ്മയും ചേർന്ന് എന്നെ ആശുപത്രിയിലെത്തിച്ചു.
",uncle,B
"Nadir Shah's son, Mohammad Zahir Shah, was placed on the throne by his uncles in 1933. (...)
",mal_Mlym,"മുഹമ്മദ് നാദിർ ഷാ, 1933-ൽ കൊല്ലപ്പെടുകയും, പുത്രനായ മുഹമ്മദ് സഹീർ ഷാ അധികാരത്തിലേറുകയും ചെയ്തു.
",uncle,X
"Next day morning I went to my uncle's house.
",mal_Mlym,"അടുത്ത ദിവസം ഉച്ചക്ക് ഞാൻ ആന്റിയുടെ വീട്ടിൽ ചെന്നു.
",uncle,B
"No, I my uncle.
",mal_Mlym,". അല്ല. . എന്റെ അമ്മാവന്റെ മോനാ.
",uncle,X
"No, my uncle's.
",mal_Mlym,". അല്ല. . എന്റെ അമ്മാവന്റെ മോനാ.
",uncle,X
"Now their lives in their uncle's home.
",mal_Mlym,"ഇപ്പോൾ അവർ അമ്മാവന്റെ വീട്ടിലാണ് കഴിയുന്നത്.
",uncle,B
"On June 26, the family found that the girl was not at the maternal uncle's house.
",mal_Mlym,"എന്നാൽ ജൂൺ 26ന് പെൺകുട്ടി അമ്മാവ െൻറ വീട്ടിൽ ഇല്ലെന്ന് കുടുംബം കണ്ടെത്തി.
",uncle,B
"One night my mother and uncle called for me.
",mal_Mlym,"ഒരു ദിവസം അമ്മാവനും ,കൊച്ചച്ചനും എന്നെ വിളിച്ചു ,.
",uncle,B
"One of his elder uncles, Nilinkanta Basu was a judge in the High Court.
",mal_Mlym,"ഒരു അമ്മാവനായ നീലികാന്ത ബാസു ഹൈക്കോടതിയിൽ ജഡ്ജിയായിരുന്നു.
",uncle,B
"One of the founders of the Servite Order and uncle of Saint Juliana Falconieri.
",mal_Mlym,"സെർവൈന്റ് ഓർഡറിന്റെ സ്ഥാപകരിലൊരാളും വിശുദ്ധനുമായ അലക്സിസ് ഫാൽക്കോനിറി ജൂലിയാനയുടെ അമ്മാവനായിരുന്നു.
",uncle,B
