eng_Latn,mal_Mlym
"My aunt answered it.
","അതിനു അമ്മായിയാണ് മറുപടി പറഞ്ഞത്.
"
"My aunt asked me.
","ആന്റി എന്നോട് ചോദിച്ചു.
"
"My aunt became a born again Christian a few years back.
","എന്റെ അമ്മ കുറച്ചു വർഷങ്ങൾക്കു മുമ്പ് വീണ്ടും ജനനത്തിലൂടെ (Born Again) ക്രിസ്ത്യാനി ആയിരുന്നു.
"
"My aunt began to cry.
","എൻറെ അമ്മായി ഫാത്തിമ്മയും കരയാൻ തുടങ്ങി.
"
"My aunt called from the kitchen.
","അമ്മായിയമ്മ അടുക്കളേൽ നിന്നു വിളിച്ചുപറഞ്ഞു.
"
"My aunt called out to me from the kitchen.
","അമ്മായിയമ്മ അടുക്കളേൽ നിന്നു വിളിച്ചുപറഞ്ഞു.
"
"My aunt came from abroad.
","അങ്കിൾ വിദേശത്തുനിന്ന് വന്നിട്ടുണ്ട്.
"
"My aunt came into my room.
","അകത്തേക്ക് വന്ന അമ്മായി എന്റെ റൂമിലെത്തി.
"
"My aunt came into the room.
","അകത്തേക്ക് വന്ന അമ്മായി എന്റെ റൂമിലെത്തി.
"
"My aunt came out.
","അമ്മായി പുറത്തിറങ്ങി വന്നു.
"
"My aunt came to my room.
","അകത്തേക്ക് വന്ന അമ്മായി എന്റെ റൂമിലെത്തി.
"
"My aunt couldn't go home.
","അമ്മായിക്ക് പക്ഷെ വീട്ടിൽ ഇരിക്കാനായില്ല.
"
"My aunt couldn't say a word.
","അമ്മായിക്ക് മറുത്തൊന്നും പറയാൻ കഴിഞ്ഞില്ല.
"
"My aunt did that as well.
","എന്റെ മരുമകൻ അതും ചെയ്തു.
"
"My aunt didn't come to the school that day.
","മിഷ ആ ദിവസം സ്കൂളിൽ പോയില്ല.
"
"My aunt didn't say anything.
","അമ്മായി ഒന്നും പറഞ്ഞില്ല.
"
"My aunt died about a month ago after a long illness.
","എന്റെ സഹോദരി ഏറെ നാളുകൾ അസുഖബാധിതയായശേഷം ഒരു മാസം മുമ്പ് അന്തരിച്ചു.
"
"My aunt died in Chennai.
","അപ്പൂപ്പൻ ചെന്നൈയിൽ വച്ചാണ് മരിച്ചത്.
"
"My aunt does not.
","അമ്മായി നൽകാറില്ല.
"
"My aunt doesn't know how to take it.
","അമ്മായി അതെങ്ങനെ എടുക്കും എന്നറിയില്ലല്ലോ.
"
"My aunt got up and looked at me.
","എന്നെ കണ്ടതും കണ്ണ് തുടച്ചുകൊണ്ട് അമ്മായി എഴുന്നേറ്റു.
"
"My aunt had no children of her own.
","അമ്മായിക്ക് സ്വന്തമായി മക്കളില്ല.
"
"My aunt had nothing to say.
","അമ്മായിക്ക് മറുത്തൊന്നും പറയാൻ കഴിഞ്ഞില്ല.
"
"My aunt had three children.
","'എൻറെ ആൻറിക്കാണെങ്കിൽ മൂന്ന് മക്കളുണ്ടായിരുന്നു.
"
"My aunt had three kids.
","'എൻറെ ആൻറിക്കാണെങ്കിൽ മൂന്ന് മക്കളുണ്ടായിരുന്നു.
"
"My aunt has 5 children.
","അമ്മായിക്ക് അഞ്ച് ആൺമക്കൾ. . .
"
"My aunt has 5 kids.
","അമ്മായിക്ക് അഞ്ച് ആൺമക്കൾ. . .
"
"My aunt has a small house.
","ഒരു കുഞ്ഞു വീടാണ് അമ്മായിക്ക് .
"
"My aunt has always been my idol.
","അമ്മായി എന്നും എന്റെ ഒരു ഹരമായിരുന്നു.
"
"My aunt helped me out.
","അമ്മായി എനിക്ക് കൈവാണം വിടാൻ സഹായിച്ചു തന്നു.
"
"My aunt is 48 years old.
","ആന്റിക്ക് ഒരു 48 വയസു പ്രായം കാണും.
"
"My aunt is 48yrs old.
","ആന്റിക്ക് ഒരു 48 വയസു പ്രായം കാണും.
"
"My aunt is 74 years of age.
","അമ്മായി: 74 വയസായി അതിന് .
"
"My aunt is 74 years old.
","അമ്മായി: 74 വയസായി അതിന് .
"
"My aunt is 89.
",". . അമ്മാവൻ പറഞ്ഞു എനിക്ക് 89 ആയി.
"
"My aunt is a good cook.
","അമ്മായിയമ്മ നല്ല പാചകക്കാരിയാണ്.
"
"My aunt is a writer.
","എൻറെ ആൻറി ഒരു എഴുത്തുകാരിയാണ്.
"
"My aunt is almost 10 years older than my uncle.
","എന്റെ അമ്മയേക്കാൾ പത്ത് വയസ്സിന് ഇളയതാ. . മുറപ്രകാരം എന്റെ അമ്മാവനാ.
"
"My aunt is an example.
","അമ്മായി തന്നെ ഉദാഹരണം.
"
"My aunt is arriving today.
","അമ്മായി ഇന്ന് വരും .
"
"My aunt is crying...
","അമ്മായി കരഞ്ഞു കൊണ്ട് മൂക്കുപിഴിഞ്ഞു. . . .
"
"My aunt is delighted.
","അമ്മായി തൃപ്തയായി.
"
"My aunt is going with her.
","കൂടെ അമ്മായിയും പോകുന്നുണ്ട്.
"
"My aunt is not at home.
",". അമ്മായിയമ്മടെ വീട്ടീന്നല്ല.
"
"My aunt is not home.
",". അമ്മായിയമ്മടെ വീട്ടീന്നല്ല.
"
"My aunt is not married.
","അമ്മായി കല്യാണം കഴിച്ചിട്ടില്ല.
"
"My aunt is older than my mother.
","മദാമ്മക്ക് അന്നമ്മയെക്കാൾ പ്രായം ഉണ്ട്.
"
"My aunt is one example.
","അമ്മായി തന്നെ ഉദാഹരണം.
"
"My aunt is safe.
","ഈ അമ്മായി സുരക്ഷിതമായി.
"
"My aunt is silent for a moment.
","അമ്മായി ഒരു നിമിഷം നിശബ്ദമായി .
"
"My aunt is so beautiful.
","എന്റെ അമ്മായി സുന്ദരിയാണ്.
"
"My aunt is very busy in the kitchen.
","അമ്മായി അടുക്കളയിൽ തിരക്കിലാണ്.
"
"My aunt left shortly after.
","കുറച്ച് കഴിഞ്ഞു അമ്മായി പോയി.
"
"My aunt picked up the phone.
","അമ്മായി ഫോൺ എടുത്തു.
"
"My aunt places it down on the table.
","അമ്മായി അത് ടേബിളിൽ വച്ചു.
"
"My aunt retired from teaching last spring, so today she slept late on the first day of school for the first time in over 30 years.
","എന്റെ അമ്മായി കഴിഞ്ഞ സ്പ്രിംഗ് ഉപദേശിച്ചു നിന്ന് വിരമിച്ച അതിനാൽ ഇന്നു അവൾ 30 വർഷം ആദ്യമായി വൈകി സ്കൂൾ ഒന്നാം തിയ്യതി ഉറങ്ങി.
"
"My aunt said to me.
","ആന്റി എന്നോട് പറഞ്ഞു.
"
"My aunt said to us.
","ആന്റി ഞങ്ങളോട് പറഞ്ഞു.
"
"My aunt spoke to me.
",". അമ്മായിയമ്മയും എന്നോട് സംസാരിക്കുകയുണ്ടായി.
"
"My aunt stayed there.
","അമ്മായി അവിടെ തന്നെ മിഴിച്ച് നിന്നു.
"
"My aunt taught me to read and write.
","മുത്തച്ഛനായിരുന്നു എന്നിക്ക് എഴുതാനും വായിക്കാനും പഠിപ്പിച്ചത്.
"
"My aunt told me this story.
","എനിക്കീ ചരിത്രമൊക്കെ പറഞ്ഞു തന്നത് അമ്മായിയാണ്.
"
"My aunt told me.
","ആന്റി എന്നോട് പറഞ്ഞു.
"
"My aunt told me...
","അമ്മായി എന്നോടായി പറഞ്ഞു. . .
"
"My aunt wanted to go.
","പോകണം എന്നുണ്ടായിരുന്നു അമ്മായി.
"
"My aunt was a great woman.
","എന്റെ അമ്മായി അമ്മ വളരെ നല്ല ഒരു സ്ത്രീ ആയിരുന്നു.
"
"My aunt was also very happy.
","അമ്മായിയും വളരെ സന്തോഷത്തിലായിരുന്നു.
"
"My aunt was an evil person.
","അമ്മായി ഒരു ദുഷ്ട ആയിരുന്നു.
"
"My aunt was busy in the kitchen.
","അമ്മായി അടുക്കളയിൽ തിരക്കിലാണ്.
"
"My aunt was hanging up clothes.
","അമ്മായി ഉമ്മറത്തു തുണി ഉണക്കാൻ ഇടുകയയിരുന്നു.
"
"My aunt was home alone.
","അമ്മായി മാത്രമേ ഉണ്ടായിരുന്നുള്ളു വീട്ടിൽ.
"
"My aunt was like that.
","അത് പോലെ തന്നെ ആയിരുന്നു എന്റെ ആന്റിയും.
"
"My aunt was next to me.
","അമ്മായി വന്നു എന്റെ അരികിലിരുന്നു.
"
"My aunt was relieved.
","അമ്മായി മാത്തന്നെ ആശ്വസിപ്പിച്ചു.
"
"My aunt was telling me...
","അമ്മായി എന്നോടായി പറഞ്ഞു. . .
"
"My aunt was very generous with me.
","എന്റെ ചെറിയമ്മയുടെ അമ്മായി എന്നോട് അത്യന്തം വാത്സല്യമുള്ളവർ ആയിരുന്നു.
"
